#time[ms], position x[m], position y[m], accuracy[m], floor[i], type_id
1493212727708,95.006,41.61,0,0,0
1493212739813,102.644,43.065,0,0,0
1493212773214,100.898,43.72,0,0,0
1493212823297,91.005,88.313,0,-1,0
1493212855804,91.005,88.313,0,-1,0
1493212958966,90.932,93.623,0,1,0
1493212989812,90.932,93.623,0,1,0
1493213052847,80.602,56.887,0,0,0
