#time[ms], position x[m], position y[m], accuracy[m], floor[i], type_id
1493212070602,99.98144944106232,44.7142664295547,5,1,0
1493212071662,100.2034107140715,44.8879216972185,3,1,0
1493212072709,100.3735075021568,45.01276308094827,3,1,0
1493212073685,100.8844700115453,45.11222192259286,5,1,0
1493212074676,104.1561854027641,44.93138462406495,5,1,0
1493212075671,104.438204218301,45.03857633929808,5,1,0
1493212076676,104.6016453836472,45.20432894046262,5,1,0
1493212077678,104.7320598550451,45.29012479318717,5,1,0
1493212078688,104.8299842076893,45.39095138823804,5,1,0
1493212079689,104.8632665903537,45.26832548154258,5,1,0
1493212080689,105.0744949920639,45.61194778415904,5,1,0
1493212081193,105.2507629406367,45.90347995206601,5,1,0
1493212082203,103.1685762261474,45.96437995550939,5,1,0
1493212083192,102.6923016607481,45.67087339392067,5,1,0
1493212084193,102.084425510702,45.42741698681951,5,1,0
1493212085186,101.7532683474646,45.15893475062759,5,1,0
1493212086294,103.5893880938608,44.18571387517796,5,1,0
1493212087343,113.0786334742239,43.32955377741497,5,1,0
1493212088379,124.770660911423,42.71421739485861,5,1,0
1493212089421,125.2275857433721,43.00141914507738,3,1,0
1493212090462,124.0982611929013,42.72035778840501,3,1,0
1493212091489,124.3668186708634,42.80092145993694,5,1,0
1493212092521,124.6041360477174,42.8811813385414,5,1,0
1493212093550,124.7938906456249,42.92801850463956,5,1,0
1493212094573,124.9715570401,42.95919837248486,5,1,0
1493212095611,125.0587412815582,42.97514983538554,5,1,0
1493212096669,125.0944781023654,42.98378692090137,5,1,0
1493212097739,126.1750814145178,43.5917028533722,3,1,0
1493212098802,126.9871597258505,44.96358516455293,5,1,0
1493212098925,131.2907456502618,52.15953219192487,3,1,0
1493212099850,131.294151161589,53.80796777263996,5,1,0
1493212100850,131.5355553208298,58.54252212397525,5,1,0
1493212101852,131.6198618916127,58.88280559616366,5,1,0
1493212102857,131.6639406018375,59.05025495893753,5,1,0
1493212103869,131.6534308865506,59.12987847395596,5,1,0
1493212104879,131.645606786515,59.17920837402533,5,1,0
1493212105857,131.6342292733808,59.20694402361032,5,1,0
1493212106865,131.5001703595547,58.36215030297242,5,1,0
1493212107865,131.6554548665525,57.80210778597043,5,1,0
1493212108952,131.415581888242,59.05112264416942,5,1,0
1493212109947,132.4420631398999,67.85466183042655,5,1,0
1493212110960,132.5613655896659,68.98086194580659,5,1,0
1493212111974,132.2913820354843,69.56004034580494,5,1,0
1493212113012,130.8022748408873,73.91372866567414,5,1,0
1493212114024,130.6829736588165,74.65794955942934,5,1,0
1493212115048,130.4812086351352,75.48985122748742,5,1,0
1493212116077,130.4195865263209,75.87445904642645,5,1,0
1493212116785,130.3962305252588,76.17742195315148,5,1,0
1493212117712,130.5748961998945,76.37534480223798,5,1,0
1493212118713,130.7444955738378,76.51653976904619,5,1,0
1493212119716,130.8896683640878,76.61873639158227,5,1,0
1493212120801,130.237955451965,77.46769425091871,5,1,0
1493212121858,126.9092120870096,80.35064313143839,5,1,0
1493212122871,126.0621481750942,80.74880762619752,5,1,0
1493212123796,125.4168026895252,81.65889987617656,5,1,0
1493212124817,125.2510257688783,82.3547236370255,5,1,0
1493212125798,125.1205976267625,82.69834647581762,5,1,0
1493212126812,125.0329576465779,82.96952756319072,5,1,0
1493212127816,125.0396636599259,83.05725221140098,5,1,0
1493212129219,124.2728284374075,83.29545931461645,5,1,0
1493212130293,122.7739843427233,83.21599599355504,3,1,0
1493212130922,113.8618800805186,81.9939907183664,5,1,0
