#time[ms], position x[m], position y[m], accuracy[m], floor[i], type_id
1493210617366,32.38736820619692,100.6402808634197,3,-1,0
1493210618363,30.93876174899196,100.4881325555032,3,-1,0
1493210619377,30.88097440126608,100.4913927529734,3,-1,0
1493210620364,31.55908963592723,100.809350435191,3,-1,0
1493210621369,32.08178967946497,100.3161766513903,5,-1,0
1493210622365,35.94440475844902,96.40347302121567,5,-1,0
1493210623380,37.13324216640478,96.59126854738125,5,-1,0
1493210624413,37.64786731198033,96.59864861725542,5,-1,0
1493210625383,38.33797324340019,96.60554567071665,5,-1,0
1493210626402,37.1779254311074,96.45031161126768,3,-1,0
1493210627391,37.05894669173234,96.41163181464808,5,-1,0
1493210628402,38.72534145942088,96.02583614143118,3,-1,0
1493210629420,36.75873182116131,98.53891102377921,5,-1,0
1493210630424,37.96386038858115,96.75792289685647,5,-1,0
1493210631463,37.87631365217996,95.9867228545916,5,-1,0
1493210632145,38.04667284817088,95.42959644327679,5,-1,0
1493210633164,38.14123741065891,95.18931012322273,5,-1,0
1493210634160,38.60504288945064,94.90768634053214,5,-1,0
1493210635224,41.08576355215217,96.35455536457719,5,-1,0
1493210636229,41.3102149608905,96.51914792837709,5,-1,0
1493210637276,42.05858184289363,96.11406622643673,3,-1,0
1493210638282,43.82589781176692,94.7398806035778,3,-1,0
1493210639288,43.17413798078442,95.83101803763942,3,-1,0
1493210640277,43.0293246016649,97.00409308809712,5,-1,0
1493210641273,42.52229854120094,97.69119503416104,5,-1,0
1493210642401,42.49171094418672,97.58720350336098,5,-1,0
1493210643405,42.69489582354544,97.45930347312154,5,-1,0
1493210644355,42.01652933672845,98.71997709803097,5,-1,0
1493210645353,41.4107815502147,99.46850660258858,5,-1,0
1493210646341,41.04131282730587,99.93619208465233,5,-1,0
1493210647359,40.827345175612,100.2184635999904,5,-1,0
1493210648346,40.71299825958317,100.3708016382638,5,-1,0
1493210649348,40.66510257230558,100.4364423895412,5,-1,0
1493210650053,40.66023809532116,100.4460507214498,5,-1,0
1493210651053,40.68123961960416,100.4216832908119,5,-1,0
1493210652061,40.47650653571358,100.307675810812,5,-1,0
1493210653058,40.36021240188105,100.2217911247785,5,-1,0
1493210654054,40.29755166272226,100.1568279950425,5,-1,0
1493210655078,40.26672331119676,100.1085210689688,5,-1,0
1493210656062,40.25486883955817,100.0731615773116,5,-1,0
1493210657072,40.57345990373125,100.1166647926488,5,-1,0
1493210658065,40.870109662061,100.1566983230698,5,-1,0
1493210659058,41.07883420708444,100.1691870537489,5,-1,0
1493210660061,41.15658765713919,100.1768497554963,5,-1,0
1493210661074,41.29244204378548,100.2497298012846,5,-1,0
1493210662076,41.29899094028617,100.2742342722925,5,-1,0
1493210663070,41.20192331096393,100.2307535739014,5,-1,0
1493210664090,41.11775064698629,100.201037554611,5,-1,0
1493210665073,41.05055459251773,100.18578372577,5,-1,0
1493210666073,41.01152587351456,100.2452253507137,5,-1,0
1493210667074,40.98314774297121,100.2862206117717,5,-1,0
1493210667778,41.12381967336518,100.3092210022404,5,-1,0
1493210668780,41.23577019041612,100.3307459222266,5,-1,0
1493210669788,41.23414360267039,100.3273665299415,5,-1,0
1493210670785,41.14054834431879,100.2961799451917,5,-1,0
1493210671780,41.23867374908752,100.3227492514524,5,-1,0
1493210672788,41.20907732121017,100.3492685743833,5,-1,0
1493210673796,40.96991433929053,100.3744468154899,5,-1,0
1493210674806,41.01968466791898,100.3617324221358,5,-1,0
1493210675785,41.06419715658392,100.3515230218782,5,-1,0
1493210676824,41.1910300470523,100.3713825343893,5,-1,0
1493210677804,41.28881413344357,100.3864372370271,5,-1,0
1493210678804,41.36027360012725,100.4006376539758,5,-1,0
1493210679808,41.32000172776555,100.3835793477071,5,-1,0
1493210680809,40.97071317203427,100.3534875672649,5,-1,0
1493210681811,40.91576476608389,100.3231331191916,5,-1,0
1493210682798,40.79702019247091,100.3057631876671,5,-1,0
1493210683810,40.87516702085038,100.3022126769825,5,-1,0
1493210684925,43.92902525583818,99.27344926977614,5,-1,0
1493210685855,48.34402765455311,91.36333779976692,5,-1,0
1493210686903,48.76636579126399,90.14215151306114,5,-1,0
1493210687829,50.75326655892328,88.68160647020038,5,-1,0
1493210688824,53.1094227077665,81.38774136761832,5,-1,0
1493210689128,53.07046746515704,80.40485631065359,5,-1,0
1493210690128,54.29874091315277,79.79108103428386,5,-1,0
1493210691128,54.86458185985937,79.87489932569727,5,-1,0
1493210692137,55.10827742788209,80.02605002078899,5,-1,0
1493210693139,55.19874449675515,80.1461410828873,5,-1,0
1493210694134,55.69262149504766,80.09150110943312,5,-1,0
1493210695137,55.63990349410942,80.18713092121297,5,-1,0
1493210696159,55.47273463865328,80.27884652970073,5,-1,0
1493210697147,55.33859142933787,80.33641638185102,5,-1,0
