#time[ms], position x[m], position y[m], accuracy[m], floor[i], type_id
1489503784158,71.0803717031186,83.56997628749778,3,0,0
1489503785189,70.99529044800299,83.43465967243705,3,0,0
1489503786201,70.77952919906252,83.11530739681943,3,0,0
1489503787220,70.94112069692468,83.16809230888371,3,0,0
1489503788213,70.51099809103394,83.23715746003023,3,0,0
1489503789299,70.1463349836044,83.15839885571079,5,0,0
1489503790412,69.02534784477557,81.61610613850732,5,0,0
1489503791431,67.87381730561076,80.64911504804576,5,0,0
1489503792366,67.50105247936071,78.88123527091555,5,0,0
1489503793522,66.53928044939263,79.20366019311047,5,0,0
1489503794530,66.5265260716491,81.20277393657493,5,0,0
1489503795562,66.97704044426547,81.19440676243492,5,0,0
1489503796540,67.99322147876595,79.65802540864816,3,0,0
1489503797540,65.56492340884797,80.61721510932172,5,0,0
1489503798597,64.69190985603647,80.42728631719379,3,0,0
1489503799601,56.98615485906737,82.68911466276056,3,0,0
1489503800860,56.18058134255275,83.39266213931381,5,0,0
1489503801863,55.8531192830256,83.41844029966954,5,0,0
1489503802594,55.77170181562555,82.50248647066906,3,0,0
1489503803848,56.3010638431608,82.36241355953942,5,0,0
1489503804388,56.16714334408136,82.48902637056163,5,0,0
1489503805089,56.98269915028676,81.93279499437966,3,0,0
1489503806110,56.69765012071731,81.42164980932594,3,0,0
1489503807364,56.54291634197558,80.99700717781246,5,0,0
1489503808439,57.07970738072613,81.54910787307352,5,0,0
1489503809507,57.24652018804521,81.95189348930273,5,0,0
1489503810622,57.55737944485373,82.33466323432523,5,0,0
1489503811665,57.73678113454429,82.45387038510853,5,0,0
1489503812680,57.86773535412753,82.73612948083733,5,0,0
1489503813496,58.0166546696937,82.95888673443942,5,0,0
1489503814437,58.1509605757433,83.14415616898425,5,0,0
1489503815241,58.25604635347349,83.33308498941484,3,0,0
1489503816460,58.72927161755874,83.39411407370265,5,0,0
1489503817464,59.09999562851795,83.38954478377536,5,0,0
1489503818313,59.35205480737213,83.36900717852369,5,0,0
1489503819584,59.51784738303311,83.35958940645897,5,0,0
1489503820416,59.51784738303311,83.35958940645897,5,0,0
1489503821446,65.46679267351148,75.93337194900414,5,1,0
1489503822503,66.01501715260933,75.29979058497418,5,1,0
1489503823521,66.29597637854131,74.99690331747912,5,1,0
1489503824531,66.27782503855489,73.72379519985577,5,1,0
1489503825543,65.86386116982307,73.95634107823463,5,1,0
1489503826828,66.77102073480759,73.95339585368664,5,1,0
1489503827951,65.93951033719027,73.76046329512521,5,1,0
1489503828309,67.01785029028028,72.84748756485598,5,1,0
1489503829361,66.47461910451912,72.27448673407228,3,1,0
1489503830423,65.99025463782966,71.55857634788637,5,1,0
1489503831473,66.58960022623828,71.62217583543458,5,1,0
1489503832565,66.78639070047113,72.11836471960031,5,1,0
1489503833374,66.47250833379621,71.39660662970525,5,1,0
1489503834441,66.98485969472077,71.17110072576496,5,1,0
1489503835524,67.38629588137236,71.27102394519873,5,1,0
1489503836588,67.97131087894293,71.18846864147169,5,1,0
1489503837669,68.57210343598111,73.90650497979988,5,1,0
1489503838760,68.96164941825401,73.47965843157182,5,1,0
1489503839888,69.43505400609887,74.81572000902302,5,1,0
1489503840951,71.81713515482272,80.91065772754952,5,1,0
1489503841941,74.50625685738662,79.085570845403,5,1,0
1489503843034,75.55560606426499,84.2848189355545,5,1,0
1489503844096,76.17899112015627,84.59067073623554,5,1,0
1489503845232,76.25396213768134,79.4539228448146,5,1,0
1489503846406,79.09804741766985,66.47320999656036,5,1,0
1489503847249,79.68707796780343,65.38111300017805,5,1,0
1489503848049,79.82380355977548,64.8075825514902,3,1,0
1489503849123,80.05857208592177,64.35515507755646,3,1,0
1489503850174,82.22811399694032,65.23098627466521,5,1,0
1489503851212,88.28547882999591,68.53087330737657,5,1,0
1489503852268,88.37099208432257,69.39589751394386,3,1,0
1489503853292,86.67574331891068,69.02192498352056,5,1,0
1489503853656,86.21329388495549,69.33586954341388,5,1,0
1489503854668,87.48365451790818,67.52553196123726,5,1,0
1489503855731,86.85129657691746,66.68240834877108,5,1,0
1489503856769,86.8794961935773,66.00368711421905,5,1,0
1489503857880,87.30708907166128,65.04651977726654,5,1,0
1489503858806,87.14390227415316,64.6281601522295,5,1,0
1489503859853,87.28271282915094,64.02829526019205,5,1,0
1489503860895,88.27878504010185,64.35905411977497,5,1,0
1489503861957,87.74311064603675,64.73339124376785,5,1,0
1489503863003,87.44784311127859,65.44657199711628,5,1,0
1489503864188,86.58834414151045,65.26024139374174,5,1,0
1489503865280,87.56630838775085,66.17769172928202,5,1,0
1489503866377,87.42804272014516,66.61974283755892,5,1,0
1489503867436,87.96025338679964,66.64876148876709,5,1,0
1489503867925,88.0354318097862,66.95318432172569,5,1,0
1489503869038,87.27775091651149,66.90651517356039,5,1,0
1489503870059,91.70823375450134,69.88846442674999,5,1,0
1489503871133,90.60382273619557,70.10521380467043,5,1,0
1489503872263,90.24405912084615,69.75616785685602,5,1,0
1489503873323,91.26101599525725,71.80881557149849,5,1,0
1489503874348,95.29272614288628,75.91941026648945,5,1,0
