#time[ms], position x[m], position y[m], accuracy[m], floor[i], type_id
1489505109126,133.0861813746912,99.80437496563925,5,1,0
1489505109326,132.8184802316675,99.98304855619527,5,1,0
1489505110326,133.0147700617356,100.2676530993224,5,1,0
1489505111350,133.1854712899006,99.8854041375896,5,1,0
1489505112366,133.1706506836925,98.77390949395705,5,1,0
1489505113399,133.2844769008844,98.51277346752593,5,1,0
1489505114410,132.8336691497071,97.57747986534365,5,1,0
1489505115408,132.0155445146578,97.15763532076643,5,1,0
1489505116410,131.8058087507001,97.30242028289948,5,1,0
1489505117397,131.4316098903838,96.02558495961701,5,1,0
1489505118409,131.502487028794,95.62485098800013,5,1,0
1489505119455,131.2234798448417,95.28718279194108,5,1,0
1489505120485,130.1618133608698,94.08730534873405,5,1,0
1489505121509,129.4761699792299,93.6070392826515,5,1,0
1489505122542,129.3068710846223,92.97696748978115,5,1,0
1489505123551,128.2177696832925,92.11548801944257,5,1,0
1489505124587,125.7460065861115,92.43364168665134,3,1,0
1489505125645,124.9953341427993,92.4198429801652,5,1,0
1489505126659,124.171872523092,91.73788654806746,5,1,0
1489505127668,123.941943579742,90.70485054105622,5,1,0
1489505128695,123.8918774486467,89.85791112833557,5,1,0
1489505129739,123.0660000342678,88.89702727145594,5,1,0
1489505130905,122.5082071217859,89.33923717100524,3,1,0
1489505131075,122.3884991621388,89.63747382096874,3,1,0
1489505132366,122.520099173172,89.87051151760581,5,1,0
1489505133493,122.5808152672899,88.83784665798309,5,1,0
1489505134582,121.8776945465795,87.66061101068306,3,1,0
1489505135677,121.2063941478688,87.0743599338727,5,1,0
1489505136830,113.8794314739901,86.45301592735495,5,1,0
1489505137854,112.9012509170851,85.55673950761626,3,1,0
1489505138848,113.1967881500266,85.67162885686793,5,1,0
1489505139916,112.9577483478015,85.38245778434643,5,1,0
1489505141018,112.7950594636057,85.3686867890621,3,1,0
1489505141967,112.4967134929477,85.14327871477552,5,1,0
1489505142993,111.5612887186403,85.20794839151024,3,1,0
1489505144079,112.1542925962021,84.71574255273173,3,1,0
1489505145127,112.3254861807053,84.99480891483329,3,1,0
1489505146197,111.4004680919357,84.52715177291221,3,1,0
1489505146995,110.4312146846908,84.62452441048086,3,1,0
1489505148149,108.989406318833,84.24364986634583,3,1,0
1489505149132,110.1935972310029,84.85037229924464,3,1,0
1489505150211,109.9319358165449,84.95893216861138,3,1,0
1489505151270,107.6798304475165,83.28936649185263,3,1,0
1489505152254,106.5659199904293,83.3142110634511,3,1,0
1489505153330,105.471617928825,81.66183567070632,3,1,0
1489505154479,105.7658173115124,80.7600661588904,5,1,0
1489505155513,104.5991247718946,81.0044290204433,5,1,0
1489505156574,101.1128296746968,82.03926208413212,3,1,0
1489505157591,99.97956061574051,81.71863070111925,3,1,0
1489505158656,99.08461083406425,83.1193941664273,3,1,0
1489505159730,99.25438200178309,83.5371712494082,3,1,0
1489505160782,99.39876898153344,83.21915035472092,3,1,0
1489505161868,98.81678067060815,83.05755928275376,3,1,0
1489505162871,98.60049088297285,83.14994749307506,3,1,0
1489505163804,96.58572569718598,84.86468405929298,3,1,0
1489505164952,96.67829070141204,84.08606356549048,5,1,0
1489505165946,96.93060304445929,83.66316707395129,3,1,0
1489505167079,96.56516741854031,83.79454016218872,3,1,0
1489505168076,96.31752095072515,83.91715490383562,5,1,0
1489505169143,94.86658607764981,84.26211606092808,5,1,0
